#Compiled by SeeTweet 2.2.0.
#Search performed at 2018-11-04 17:28
#Search location: Ukraine. 4-location coverage points (Kiev, Lviv, Donetsk, Odessa)
day,year,month,date,hour,minute,second,source,city,state,lat,long,uid,tid,center,incl
Tue,2018,10,30,10,48,52,knowncity,київ,unk,київ,UA,911965654328201216,1057222801357238273,Я точно не знаю  але мені здається  шо коли в тебе дитина  тобі незручно тупо все на світі.
Mon,2018,10,29,07,36,17,knowncity,киев,unk,киев,UA,1086029480,1056811946626957313,@Kariiiimova Та знаю   я шо он сука   шо ж мне все напоминают то.  Сама парня испортила
Sun,2018,10,28,18,49,45,knowncity,львів,unk,львів,UA,373973318,1056619041014644737,@amrmrrr @abu220995 Я вже думав  шо знаю шо на Миколая дарувати 😂😂😂
Sun,2018,10,28,11,14,07,knowncity,київ,unk,київ,UA,1671107508,1056504377219915776,Так часто бувають зміни настрою  шо навіть сама не знаю  шо від себе чекати
Fri,2018,10,26,11,56,42,knowncity,київ,unk,київ,UA,2732255652,1055790318606565376,@kremen_x Та я за 300 км від Кремня  тому не знаю  шо воно на дворі)
Sun,2018,11,04,22,26,47,knowncity,київ,unk,київ,UA,848022822,1059210377001684992,ви щас пріхуєєте  але я знайшла в себе недатований сонет. сонет  Карл. і не знаю  шо праісходіт  але мені він нравиться.
Sun,2018,11,04,19,19,08,knowncity,рівне,unk,рівне,UA,1883292174,1059163151009304577,Додивилась сьодні 91 день  глянула спешли жожи про рохана і дивлюсь щас четире с половиной татами
Sun,2018,11,04,06,13,19,knowncity,київ,unk,київ,UA,162445361,1058965394629763072,щас я після першої нічної на чатах зараз буду пиздувати на дврз щоб помитися теплою водою і поспати в тиші
Sat,2018,11,03,20,01,54,knowncity,запоріжжя,unk,запоріжжя,UA,1382229756,1058811527925559296,@JahooKi обурювався  що простийнарід бува трошка хамовитий. Мамця тримає маленьку клумбу під балконом. На весь 3-х… https://t.co/VxruxG03NO
Sat,2018,11,03,17,49,14,knowncity,бердянск,unk,бердянск,UA,1055750518763593728,1058778141743869953,@OtherOther3 осетровіе так пілілі до 14го как щас не в теме🤥огоражівают место под камери випускають усякі акти подп… https://t.co/zSh5GhTsxG
Sat,2018,11,03,09,19,07,knowncity,київ,unk,київ,UA,985868085428195329,1058649763535560705,Це совпадєніє один на міліард(да щас) https://t.co/SPNWoxCSTJ
Fri,2018,11,02,23,34,51,knowncity,луцьк,unk,луцьк,UA,413847546,1058502731948834816,ghostemane буде в Києві😱😱😱 щас умру
Fri,2018,11,02,20,25,20,knowncity,запоріжжя,unk,запоріжжя,UA,1382229756,1058455036160806912,@waldy1974 Оскільки я постійно змушений спілкуватися і контактувати з ватою - ніфіга вони нікого не полюблять  якщо… https://t.co/zss4dhGkDu
Fri,2018,11,02,18,26,16,knowncity,маріуполь,unk,маріуполь,UA,1002993249911496704,1058425070408876032,@Sea40K В МО приблизно так і думають. І ще "щас на тищю зарплату піднімемо  народ папрьот!!!"
Sun,2018,10,28,13,19,52,knowncity,мариуполь,unk,мариуполь,UA,2572475312,1056536023151398912,@gorenjece "Зарплата" или "выслуга"? И почему я до сих пор ни одной не получил? Перед "зрадофиламы" аж невдобно.😢
Fri,2018,11,02,22,17,49,knowncity,odessa,unk,odessa,UA,3248974797,1058483344722329600,@SidUrasik222h @norestfor Теж не бачила  навіщо це взагалі? Це ж не ютьюб  де можна монетизувати перегляди... Опщім… https://t.co/sYw5GkOpIA
Fri,2018,11,02,10,35,57,knowncity,lviv,unk,lviv,UA,103872006,1058306711256215553,@strng @YaroslawG ой як невдобно вийшло)))
Thu,2018,11,01,21,47,17,knowncity,kyiv,unk,kyiv,UA,226992076,1058113271037861888,@dood1ezz @poltava_x Можливо ніколи не означає потім  за виключенням випадків  коли це значить "так  але в мене сьо… https://t.co/nzsrZqmvpg
Mon,2018,10,29,17,01,56,knowncity,kharkiv,unk,kharkiv,UA,2647682867,1056954297185902592,@ivanovivann @rishuchi_zmini Толя! Хуййогозна шо тобі показалось  але дуже невдобно проводить агітацію та пропаганд… https://t.co/y8O7XB8tUE
Sun,2018,11,04,23,41,11,knowncity,kyiv,unk,kyiv,UA,156259363,1059229098650861569,Не знаю шо зі мною  давноимала спати  але натомість верчусь в ліжку. Так би зранку)
Sun,2018,11,04,21,12,18,knowncity,kyiv,unk,kyiv,UA,726435514786652160,1059191631956635648,Тот момент  когда мама опять спрашивает о том  не нашла ли я себе ЖЕНИХА  а я даже не знаю шо ответить  потому что… https://t.co/lubg7XkO4t
Sat,2018,11,03,17,37,56,knowncity,sumy,unk,sumy,UA,83829281,1058775295510110209,Вул. Охтирська  одностороння від Серпневої до Харківської. Але не для #ОленьЗаКермом  Думав викладати в інет чи ні … https://t.co/CGukTbUETl
Thu,2018,11,01,14,34,59,knowncity,lviv,unk,lviv,UA,806456691218935808,1058004482087444491,Він прийшов. Супер-няшний айтішник. З яким ми гаркались на курсах. А тепер *окі*  *файно дякую*. Чувак  я знаю шо т… https://t.co/CwfRpxfmNk
Wed,2018,10,31,12,56,49,knowncity,lviv,unk,lviv,UA,755878357909266432,1057617389926445057,Не знаю  яким богам дякувати за то  шо я зараз прийду додому і буду лежати  поки мене не почнуть корчі хапати.
Wed,2018,10,31,07,16,57,knowncity,lviv,unk,lviv,UA,806456691218935808,1057531856315473921,@uniqueWhore і я вже знаю шо))))) хо хо хо)))
Mon,2018,10,29,15,40,34,knowncity,kyiv,unk,kyiv,UA,156259363,1056933821483024384,@YanaSuporovska @mvitrovska Я ніколи не працювала в медіа  але мені здається що редактор відповідає за те шо написа… https://t.co/bsVgOL7RHq
Mon,2018,10,29,14,19,31,knowncity,kyiv,unk,kyiv,UA,156259363,1056913422275756032,@YanaSuporovska я завжди кажу  що мовчати це найгірший варіант  але прочитали її пост і стало так сумно  шо аж засу… https://t.co/qJvMWMqh6w
Sun,2018,10,28,20,00,11,knowncity,kyiv,unk,kyiv,UA,156259363,1056636769570115584,@petitsun @lilighterald Ну не знаю як там по алекватності  але зараз знижка в 50%  то це трохи наближає її до цього… https://t.co/sKOutdu5oV
Sat,2018,10,27,18,04,58,knowncity,kyiv,unk,kyiv,UA,156259363,1056245384786427904,@captain_m4l О  знаю такі ситуації) До таких батьків я з толерантністю відношусь  розумію  шо іноді треба викричатись :)
Sat,2018,10,27,13,05,01,knowncity,lviv,unk,lviv,UA,806456691218935808,1056169899104583681,так..ок..я не знаю шо то ся діє за божа воля  але якщо нечаяно назбираються аж 1000 підписників  то я здурію від ща… https://t.co/V2HmBH57Gh
Fri,2018,10,26,19,02,49,knowncity,chernivtsi,unk,chernivtsi,UA,364744601,1055897556654407681,Я не знаю де я так нагрішила  шо мені дісталась Оля!
Fri,2018,10,26,08,47,24,knowncity,kyiv,unk,kyiv,UA,156259363,1055742681006161920,@stok_01 @Tsyatska Я платила у львові місяць тому  в трамваї  не знаю про шо ти
Thu,2018,10,25,20,27,20,knowncity,lviv,unk,lviv,UA,103872006,1055556436451827713,@p_olli96 @Lazhnevsky спочатку подумав шо м чи ж це або я або я. а потім шо м - це мітров. тепер я взагалі не знаю шо думать)
Fri,2018,11,02,07,31,42,knowncity,lviv,unk,lviv,UA,9774922,1058260346744430593,@RIP212 це швидше галицький діалект  а не польський суржик.
Sat,2018,10,27,18,47,12,knowncity,kyiv,unk,kyiv,UA,875331552800014336,1056256012565516290,мій прадід все життя висаджував дерева  після себе він лишив гектари чудового лісу. в ньому я через 70 років здобув… https://t.co/yeUtoN7m9u
Mon,2018,11,05,00,30,18,knowncity,тернопіль,unk,тернопіль,UA,622024479,1059241462003572738,@lemonashka паніка хоче шоб її панікували. а ти веселись)
Sat,2018,11,03,16,39,38,knowncity,kyiv,unk,kyiv,UA,569444468,1058760623062945793,@RevivedAnn Де ти бачила шоб у нас в кіно анімешки крутили... т_т
Sun,2018,11,04,21,46,56,knowncity,луцьк,unk,луцьк,UA,787704389733605376,1059200347300864005,Бути нормальною і адекватною не можу в апріорі. Закинула пошлу шутьоху і судячи з реакції  чувак мабуть обдумує  чи… https://t.co/YacPjfKRj1
Sun,2018,11,04,15,07,11,knowncity,київ,unk,київ,UA,937973895709196288,1059099747078815744,Терпіти не можу ідеологію продуктивності. Як сказала одна психотерапевтка у своєму блозі  страхи чудово можна монет… https://t.co/crRGJH8zfs
Sat,2018,11,03,07,44,45,knowncity,київ,unk,київ,UA,829375610862592004,1058626016376172544,@lyanalivingston @paul_de_grace ну я можу тоже його до себе на роботу позвать
Fri,2018,11,02,16,17,33,knowncity,київ,unk,київ,UA,2921347881,1058392679464255488,@anachuda не можу не процитувати один з текстів на Портвен: "Он бачиш? Це Тарас Корпанюк - поет-рейвер-наркоман"  (чомусь згадалось)
Thu,2018,11,01,23,03,52,knowncity,kyiv,unk,kyiv,UA,2865520640,1058132543776661505,Короче  і я туди ж. Забрала в нього рубашку  таку теплу і велику. Не можу натішитись 😌
Thu,2018,11,01,16,36,37,knowncity,київ,unk,київ,UA,1020210747517952000,1058035090813583360,@Realuran Кинь ссылку в ютуб . Подивимось .(Бо не можу знайти)
Thu,2018,11,01,09,22,02,knowncity,lviv,unk,lviv,UA,806456691218935808,1057925724487716864,Прийшла мама з донькою. Видно  що це ще учениця  і вона може все сама  але мамі треба *дізнатись про всі підводні к… https://t.co/b7OCrZG8fD
Sat,2018,11,03,00,23,43,knowncity,харьков,unk,харьков,UA,1014295321172692992,1058515029069316096,А якщо серйозно  мені лиш здається  що дерьмОрду не цікавить ні оппоблок  ні пройоби вАни  ні нацЖони  ні швабодка … https://t.co/BEpfvKTYjX
Fri,2018,11,02,10,59,19,knowncity,харьков,unk,харьков,UA,701306653673652224,1058312594489069568,@arrowheads_75x Куда іменно?
Wed,2018,10,31,12,22,23,knowncity,rivne,unk,rivne,UA,195003694,1057608724355969024,@huli_hanka ага  іменно  ікзектлі патронум.
Sat,2018,10,27,18,29,30,knowncity,kyiv,unk,kyiv,UA,903569796,1056251559808565248,@santehnikki Ну  маразм не виключає таску - просто тоді не помнить  про шо іменно таскує))
Fri,2018,10,26,12,06,37,knowncity,чернівці,unk,чернівці,UA,2715444563,1055792816289431552,Навіть чоловік до цих пір не розуміє. Наприклад я кажу: що ти накоїв! І він думає що ж він накоїв  поки я думаю що казати далі
on,2018,10,29,10,20,15,knowncity,lviv,unk,lviv,UA,120456033,1056853209120149504,Рівень зайнятості: в тебе немає часу щоб побритися  а всі думають що ти косиш під брутального мачо або бородатого хіпстера
Sat,2018,11,03,22,40,56,knowncity,kyiv,unk,kyiv,UA,76590501,1058851551094161408,Суші з егерзунда щоразу все більше вражають. Двічі. Спершу сумою до оплати. А потім смаком. Варті вони кожної копійки
Sat,2018,11,03,11,48,18,knowncity,lutsk,unk,lutsk,UA,265611234,1058687306721308672,@SerhiyMakarenko @megogo_net Придбав собі 32" за копійки без цифрового тюнера. Тестую конкурента megogo -Olltv. Вра… https://t.co/AJ3PRS8vgE
Fri,2018,11,02,19,54,09,knowncity,kyiv,unk,kyiv,UA,64993925,1058447188496408576,Держава не отримала ні копійки від палива Курченка. Чому і хто за це відповість? https://t.co/CgblBrqpLR https://t.co/7q3juOaXSi
Fri,2018,11,02,09,14,05,knowncity,херсон,unk,херсон,UA,1012208962329071616,1058286111573860353,Брат двоюрідний  тільки що розповів  приїжджала дочка  яка живе у Криму  з чоловіком працюють в типу нашого обленер… https://t.co/YokhneqYoo
Fri,2018,11,02,03,20,01,knowncity,kyiv,unk,kyiv,UA,261763772,1058197006286491648,Підлегл приходять до роботодавців  беруть у них гроші ніби передати босу для роботи босу не дають ні копійки бос ні… https://t.co/FzOOTW3Z8x
Wed,2018,10,31,17,24,22,knowncity,київ,unk,київ,UA,2742997421,1057684720648142848,@superdadi1 @karkardill @pbv19701 @tatoAlexxx А це до чого запитання? Я за опалення не плачу  його і так вмикають! А все іньше копійки
Tue,2018,10,30,18,07,52,knowncity,київ,unk,київ,UA,442193103,1057333278993252352,@dzyndzia @dRUCpTccuuSm6cL Усі борцуни  як і їх вожді  якісь... Амстердамський реформатор не може сім'ю утримувати… https://t.co/CuQDFxjicv
Tue,2018,10,30,08,17,29,knowncity,маріуполь,unk,маріуполь,UA,1002993249911496704,1057184702795341824,@sega_yug @Zuck_u Та в пізду ті пенсії. Всеодно наєбуть і будуть копійки. Розводка для лохів. Якби можна було  я б… https://t.co/Y4YHmeGo8I
Tue,2018,10,30,05,31,18,knowncity,харьков,unk,харьков,UA,2382074094,1057142883785027586,@karkardill У Харкові на Радіоринку  на різних "барахолках" розпродають за копійки досить пристойну техніку. Торг з… https://t.co/sSWTN0NA6U
Mon,2018,10,29,20,28,45,knowncity,rivne,unk,rivne,UA,614224248,1057006346762096643,за допомогу армії і госпіталям. В нас швидко забувають всe хорошe і за копійки готові будь-кого продати і підставит… https://t.co/WdVKcoDgH8
Sun,2018,10,28,21,07,57,knowncity,kyiv,unk,kyiv,UA,2252387870,1056653822548996098,Один наш військовий загинув на фронті  цього тижня ще один загинув і були поранені. Така ситуація вже 4 5 роки. При… https://t.co/ZcyeMQlcFI
Fri,2018,10,26,18,20,29,knowncity,lviv,unk,lviv,UA,2499978518,1055886901444571136,@mad_smile Ода  конєшно  хто їм заборонить? З введенням ПнВК на анонсованих умовах можна буде на Кіпр виводити хоч… https://t.co/jdoP0pqwl2
Fri,2018,10,26,10,52,18,knowncity,kyiv,unk,kyiv,UA,2252387870,1055774111316828162,Один наш військовий отримав поранення на Донбасі  цього тижня були ще поранені та один загинув. Така ситуація вже 4… https://t.co/58ZhgmaNVD
Sun,2018,10,28,21,16,48,knowncity,львів,unk,львів,UA,979472102683181056,1056656049086832641,@Kat_Uragan Здрастє  однодумець)))
Sun,2018,11,04,11,37,53,knowncity,київ,unk,київ,UA,2440649556,1059047077026639872,@Olya_jasmin @ShalenaMama Бажаю удачі) також хотіла б закінчити курси візажу  але досі не впевнена  що люблю людей… https://t.co/gu5SZryNKm
Sat,2018,11,03,17,33,06,knowncity,киев,unk,киев,UA,1046188843,1058774082311897088,3.11.2018 Авторська програма Олега Володарського "СПОВІДЬ" герой програми поетеса Олександра Медвідь  •...ми маємо… https://t.co/RtmPJjJXqX
Fri,2018,11,02,18,14,20,knowncity,дрогобич,unk,дрогобич,UA,2737168999,1058422070944690176,@natusvincere @VegaSquadron Молодці звичайно  але багато помилок. Наприклад врив блізі на панду на ХГ. Команди поси… https://t.co/Lt3OlA8lgu
Wed,2018,10,31,09,31,22,knowncity,київ,unk,київ,UA,2921347881,1057565686099263488,в супермаркеті вам ніколи не побажають здоров'я  щастя  удачі  "діточок  як на небі зірочок"  як це зроблять на баз… https://t.co/r7rov5Za0Y
Mon,2018,10,29,19,17,12,knowncity,николаев,unk,николаев,UA,749584726990659584,1056988337670680577,пошліть мені удачі  бо я маю справитись з 15-ма людьми  яких треба вдало доставити в Київ і привести звідти 👊
Sun,2018,10,28,21,37,59,knowncity,тернопіль,unk,тернопіль,UA,913736302411075584,1056661380038885376,@o_ladkaa А ще є парадокс  коли троєшникам везе і вони будуть жити норм  а відмінники провчившись 11 років в школі… https://t.co/5RoELVIGNy
Sat,2018,10,27,14,53,15,knowncity,київ,unk,київ,UA,3147161745,1056197136780541952,Лідер каталонських сепаратистів побажав Юлії Тимошенко удачі на президентських виборах. https://t.co/mZ36Qaa8Z8 https://t.co/mZ36Qaa8Z8
Sat,2018,11,03,18,15,42,knowncity,одесса,unk,одесса,UA,2311615489,1058784800063062016,@radiosvoboda это вы сейчас про какую страну написали?Наш побут змінився після запровадження роттердаму+ та коболев… https://t.co/uDYKO9Iqba
Tue,2018,11,06,16,04,44,knowncity,киев,unk,киев,UA,1056838860183867393,1059839006492577793,@karl_blyat @FrancisPardus Українською також буде "дупа" або "срака"  причем второе слово более грубое.  Всем особе… https://t.co/8Z0HyXdWEv
Sun,2018,10,28,11,55,18,knowncity,sumy,unk,sumy,UA,866025059688882176,1056514742456594433,@serg74m Щодня вагон пропозицій)). Але з контексту (в моєму випадку) висмикнуто щось одне - або "дизайнер"  або "ве… https://t.co/bvDupbD2vo
Fri,2018,11,02,13,41,34,knowncity,краматорськ,unk,краматорськ,UA,817795184217964544,1058353426575319041,@luiza4kalova Можливо  якщо підкинеш більше інфи  навіщо тобі це та що бажаєш отримати на виході-справа піде веселі… https://t.co/Lz2DlUS1cI
Sun,2018,10,28,22,14,56,knowncity,полтава,unk,полтава,UA,991736973718118400,1056670677233790976,иногда бывает  что я смотрю на себя в зеркало и ору - клим  сука  возьми себя в руки!  но потом я вспоминаю  что я… https://t.co/Cph9rlYheC
Sun,2018,11,04,20,06,47,knowncity,киев,unk,киев,UA,980983838,1059175144034308098,@rianru Але  ребята. Помощник Варфоломея отец Иов сказал иначе: если РФ будет мешать Украине получить автокефалию … https://t.co/4Y8hrIpkBq
Thu,2018,11,01,16,44,01,knowncity,kyiv,unk,kyiv,UA,1926916171,1058036954246328320,А може треба було так з самого початку? Виважена поведінка з дотриманням етичних норм-ок для Британії  але не для в… https://t.co/tcoJ4DnlJP
Thu,2018,11,01,07,48,23,knowncity,киев,unk,киев,UA,304884191,1057902157570150401,Але маркетологи маркетов киева  прекратите демонстрировать свою ТУПОСТЬ и ДРЕМУЧЕСТЬ  пережОванное-не вкусное! От т… https://t.co/R04UMrSDkB
Wed,2018,10,31,13,58,49,knowncity,воронеж,unk,воронеж,UA,312605925,1057632992405872640,@rodoss Але  подписка стоит 249 рублей  это дораха что ли??? Да и она специфический продукт. Скока Тоха зарабатывае… https://t.co/uiCjH8YRe3
Fri,2018,11,02,22,43,31,knowncity,sumy,unk,sumy,UA,866025059688882176,1058489810883694592,@dimo4ki @ItechVK Альфа останнього разу дививсь наприкінці 90-х. Сподобався  але чомусь не виникло бажання знову пе… https://t.co/LHpu9lJMMg
Fri,2018,11,02,19,55,57,knowncity,kyiv,unk,kyiv,UA,158853224,1058447640810135552,Падре говорит  что частная собственность - очень хорошо  коллективная собственность - плохо. Банки - зло  но не пла… https://t.co/y4UhQZM2eD
Thu,2018,11,01,13,52,34,knowncity,київ,unk,київ,UA,911965654328201216,1058068220719128582,Не знаю, завтра буде перший спільний робочий день. Побачимо
Thu,2018,11,01,09,45,41,knowncity,cherkasy,unk,cherkasy,UA,92470816,1057931675156525056,Geekbench утверждает что мой Macbook Pro 2018 c 16GB и i7-8850H на фигню быстрее iPad Pro 12 9 2018 с 6Gb и A12x  А… https://t.co/LdPwUvXrDv
Wed,2018,10,31,13,58,49,knowncity,воронеж,unk,воронеж,UA,312605925,1057632992405872640,@rodoss Але  подписка стоит 249 рублей  это дораха что ли??? Да и она специфический продукт. Скока Тоха зарабатывае… https://t.co/uiCjH8YRe3
Tue,2018,10,30,13,42,54,knowncity,poltava,unk,poltava,UA,302425104,1057266599055581185,@Podolyanka_UA @dmitriypaut Абс всі пам'ятають дитячий фільм "Пригоди Буратіно" і всі пам'ятають слова пісеньки з т… https://t.co/7y8bwY0w5q
Sun,2018,11,04,16,04,29,knowncity,харків,unk,харків,UA,3400294793,1059114168153006080,@beat_the_heart Але у нього завтра ввечері он-лайн концерт лінії маннергейма  шо за двіж з клонами?
Fri,2018,11,02,23,17,25,knowncity,ivano-frankivsk,unk,ivano-frankivsk,UA,2949979137,1058498342546821120,Якось була у мене думка  як уперше побачив Ельбську Філармонію у Гамбурзі... От всяке старовинне... ну ок... Але ж … https://t.co/JbfdRE9Uge
Mon,2018,10,29,14,05,03,knowncity,київ,unk,київ,UA,978002996264161280,1056909783977127936,У нас в паралели есть пацан  которого все чмарят  но на самом деле он оч крутой собеседник.  АЛЕ БЛЯ ЧЕ ЗА НАХУЙ
Tue,2018,10,30,21,33,16,knowncity,kyiv,unk,kyiv,UA,199354645,1057384969939701761,Улітку хотів записати Давида Яновича Черкаського.  Дзвонив йому кілька разів  а він відповідав: «Молодой человек  н… https://t.co/d7wqA2G9HO
Sat,2018,11,03,23,59,27,knowncity,полтава,unk,полтава,UA,2717221670,1058871310263218176,Как же это кросиво! *тихий душевный плачь*  Арт к будущему фильму "Я  ти  він  вона". Очень понравился трейлер и са… https://t.co/lfaB6DVn24
Wed,2018,10,31,09,38,09,knowncity,киев,unk,киев,UA,2499697554,1057567392216301568,@kapinusnatalia @i_turenko Это когда бабки  голосовали за хряка...тому шо він" Красивый мужчина". Припизженные шизойды....
Tue,2018,10,30,16,34,32,knowncity,lviv,unk,lviv,UA,2257659451,1057309789775118337,мама боялась  що з тату/дредами на роботу не беруть. а мене он тільки на державні роботи й запрошують...
Tue,2018,10,30,12,08,33,knowncity,kyiv,unk,kyiv,UA,159421173,1057242854349774848,@tinawine @Winter_MD Медицина не потрібна. Он у мене бабка шкарпеткою лікувалась все життя і нічо. Придумають цих д… https://t.co/hcRw5A3ZGP
Tue,2018,10,30,21,02,19,knowncity,черкаси,unk,черкаси,UA,2515578983,1057377180278276101,@Bce_takoe @Quartz_252 @Fake_MIDRF А он спиздив у іншого. Я його спиздив в фейсбук щоб ви не бачили в твітері я хитріший.
Mon,2018,11,05,08,46,02,knowncity,київ,unk,київ,UA,2858553316,1059366214932279296,@CheKhoD @120DyK784yz_0_4 @hu_lviv У тому і біда  що це наші борцуни. Якщо ти не можеш хоча б промовчати на тему то… https://t.co/FzQaCXQ04Y
Thu,2018,11,01,09,34,09,knowncity,львов,unk,львов,UA,547642297,1057928774061187072,Мені подобається відео @YouTube Что предсказали Свидетели Иеговы перед их
Sat,2018,11,03,20,20,23,knowncity,lviv,unk,lviv,UA,296821542,1058816178032988160,Мені подобається відео @YouTube COLDZERA НЕ ПОНЯЛ ЧТО ПРОИЗОШЛО! ПОДСАДКА ОТ НАВИ
Mon,2018,11,05,19,43,08,knowncity,lviv,unk,lviv,UA,468651466,1059531580723658754,Кто підкине мені хоч щось - зробить мене щасливим хоч ненадовго  5168757366319582 приват
Tue,2018,10,30,15,31,38,knowncity,kyiv,unk,kyiv,UA,288666120,1057293959414857728,В соседнем офисе кто-то заорал: "Мене це все заїбало!"  и мне даже добавить нечего. Даже не важно о чем это.
Wed,2018,10,31,17,28,58,knowncity,київ,unk,київ,UA,442193103,1057685878150180866,"Вы серьёзно думаете  что можно было 100 лет гнить в совке  пока люди работали над своим уровнем жизни..." - А якщо… https://t.co/iDCPY72gep
